course_id,Course_Title,Course_URL,Platform,Language,Description,Skill,Level,Price_Model,monthly_price,Programming Instructor,Last Update,offering_type,Duration_Hours,Review_Count,Avg_Rating,enrolled_students,Best_Category
cd14600,Design Patterns,https://www.udacity.com/course/software-design-patterns--cd14600,Udacity,en-us,"Build a strong foundation in object-oriented design by applying proven software design patterns in Python. Explore creational, structural, and behavioral patterns, and see how each category addresses common challenges in building flexible, reusable, and scalable systems. Learn why these patterns go beyond ""common sense"" and represent decades of accumulated engineering wisdom. Practice translating abstract ideas into clear, maintainable code. By the end of this course, you will understand how design patterns connect to SOLID principles, dependency injection, and modern AI-assisted development workflows.","Adapter Pattern, Command Pattern, Structural design patterns, Strategy Pattern, Creational design patterns, Decorator Pattern, Design pattern fundamentals, Behavioral design patterns, Factory Pattern, Composite Pattern, Builder Pattern, Observer Pattern, Singleton Pattern, Dependency injection",Intermediate,Subscription,12700,Afreen Aliya,2026-04-27 07:55:22.930000+00:00,single course,11 hours,0,0,0,Software Engineering
cd14375,Certified Associate Python Programmer (PCAP),https://www.udacity.com/course/certified-associate-python-programmer-pcap--cd14375,Udacity,en-us,"Take a step further into the world of Python and gain a valuable certification. In this intermediate level Python programming course you will gain an understanding of Python modules and packages, managing exceptions, object-oriented programming, and more. Real world projects and exercises will provide hands on experience you need to be successful in industry.","Python string methods, Python modules, Python operators, Python variables, Metadata management, Modular code, Python methods, Errors and exceptions, Inheritance, List comprehension, Python classes",Intermediate,Subscription,12700,Brian Hough,2025-12-04 21:34:31.764000+00:00,single course,17 hours,2,5,96,Programming
cd13412,C/C++ Data Structures,https://www.udacity.com/course/c-c-plus-plus-data-structures--cd13412,Udacity,en-us,"This C++ Data Structures course provides a practical introduction to the design, implementation, and application of data structures. It begins with the fundamentals and primitive structures like arrays and linked lists, then explores composite structures such as stacks, queues, circular buffers, trees, and hash tables. Learners also examine the role of data structures in embedded systems and conclude with a hands-on project to apply their skills in solving real-world problems. By the end of the course, participants will be equipped to optimize data handling and design efficient algorithms in C++.",C++ data structures,Intermediate,Subscription,12700,Ozgur Cagdas,2024-12-16 21:46:49.080000+00:00,single course,13 hours,0,0,0,Other
cd12763,Video Editing,https://www.udacity.com/course/video-editing--cd12763,Udacity,en-us,Welcome to the world of professional video editing. This beginner-friendly course will teach you the creative and technical aspects of video editing with industry-leading software DaVinci Resolve.,"DaVinci Resolve, Digital Video Editing",Beginner,Subscription,12700,Joe Conniff,2025-05-14 22:38:26.110000+00:00,single course,7 hours,0,0,0,Other
cd0353,Full Stack Apps on AWS,https://www.udacity.com/course/full-stack-apps-on-aws--cd0353,Udacity,en-us,"Explore the foundational concepts of designing and deploying scalable, extendable, and maintainable full-stack applications using modern cloud architecture.","Cloud computing fluency, Amazon rds, Integration testing, Cloud security in AWS, Unit testing, Coding best practices, Amazon s3, Git, AWS elastic beanstalk",Intermediate,Subscription,12700,"Michał Kapiczyński, Gabriel Ruttner",2024-07-28 21:12:44.158000+00:00,single course,13 hours,0,0,0,Cloud Computing
cd0633,Application Security,https://www.udacity.com/course/application-security--cd0633,Udacity,en-us,"Learn to bridge the gap between security, development, and QA teams. Identify vulnerabilities, assess risks, and communicate solutions that improve application resilience and reduce business risk.","Static application security testing, Software development lifecycle, Owasp top-10, Hashing, Cvss, Owasp, Vulnerability management, Security risk classification, Cybersecurity reconnaissance, Report writing, Cross-functional collaboration, Application security best practices, Fuzzing, Adversarial simulation, Vulnerability patching, Shift-left testing, Vulnerability exploitation, Brute force attacks, Vulnerability assessment",Intermediate,Subscription,12700,Dev Badlu,2025-10-08 13:55:41.074000+00:00,single course,21 hours,3,4.7,121,Cyber Security
nd525,Google Analytics 4,https://www.udacity.com/course/google-analytics-four--nd525,Udacity,en-us,"Uncover meaningful insights using Google Analytics 4 (GA4). This in-depth Nanodegree program provides valuable instruction on how to track, analyze, and interpret data so you can optimize user experiences and make informed decisions.","Google analytics acquisition reports, Lifetime value, Google analytics attribution reports, Advanced displays in google analytics, Google Cloud Looker, Filtering in google analytics, Google Analytics Event Management, Data Analysis Awareness, Google analytics user management",Beginner,Subscription,12700,"Michael Yang, Kedar Kodgire, Adan Ortiz, Lindsay Kavanagh",2025-10-14 18:32:30.862000+00:00,Nanodegree,22 hours,2,5,99,Data Analytics
cd0377,Introduction to Natural Language Processing,https://www.udacity.com/course/intro-to-natural-language-processing--cd0377,Udacity,en-us,"Start your NLP journey by exploring text cleaning, normalization, tokenization, and spam classification. Then, create a part-of-speech tagger with Hidden Markov Models in an applied project.",Not Specified,Advanced,Subscription,12700,"Luis Serrano, PhD, Arpan Chakraborty",2025-12-11 17:34:19.076000+00:00,single course,11 hours,0,0,0,Other
cd12902,Deploying a Machine Learning Model with FastAPI,https://www.udacity.com/course/deploying-a-machine-learning-model-with-FastAPI--cd12902,Udacity,en-us,"Want to deploy a machine learning model like a pro? Learn to develop, monitor, and launch a classification model with FastAPI using real-world data. This intermediate-level project gives you practical experience to level up your skills.",Not Specified,Intermediate,Subscription,12700,Not Listed,2025-05-23 23:10:25.811000+00:00,single course,5 hours,0,0,0,Other
cd14707,GitHub Copilot with Python,https://www.udacity.com/course/github-copilot-with-python--cd14707,Udacity,en-us,"This course offers a comprehensive look at how to integrate GitHub Copilot into Python development workflows. It introduces learners to the tool, demonstrates how to use it to enhance productivity, and explores more advanced applications. The course also covers how Copilot can assist in modernizing and improving legacy codebases. It’s ideal for developers seeking to elevate their Python skills through effective use of AI-powered coding support.","AI-assisted Code Development, AI-assisted Testing and Debugging, GitHub Copilot Configuration, GitHub Copilot Code Refactoring",Intermediate,Subscription,12700,"Mark Gardner, Daniel Mease",2026-02-10 21:20:39.369000+00:00,single course,6 hours,6,5,155,Programming
cd13387,Secure Coding for Embedded Systems,https://www.udacity.com/course/secure-coding-for-embedded-systems--cd13387,Udacity,en-us,"Protect devices in an interconnected world by mastering secure coding in C, applying security-by-design principles, and mitigating risks through threat modeling, IAM, and supply chain safeguards.","Software composition analysis, Cvss, Software Bill of Materials, Cve, Data security fundamentals, Network security fundamentals, Threat modeling, Systems hardening, Identity and access management fundamentals, Application code vulnerabilities, Credential management",Intermediate,Subscription,12700,"Dennis Kengo Oka, Riccardo Sirigu, CISSP",2025-10-07 14:18:08.191000+00:00,single course,10 hours,0,0,0,Cyber Security
cd0003,"Threats, Vulnerabilities, and Incident Response",https://www.udacity.com/course/threats-vulnerabilities-and-incident-response--cd0003,Udacity,en-us,"Build the expertise to handle real-world cyber incidents. Identify threats, analyze vulnerabilities, and apply structured response procedures to minimize damage and recover quickly from security breaches.","Threat intelligence, Cybersecurity incident response playbooks, Offensive security, Security architecture fundamentals, Vulnerability management",Beginner,Subscription,12700,"Christine Izuakor, PhD, CISSP",2026-05-07 14:05:43.477000+00:00,single course,17 hours,3,5,148,Cyber Security
